DATE,TYPE,SOFTSWITCHNAME,GW,ROUTENAME,ROUTETYPE,DESC,DPC,CIRCUITINSTALLED,CIRCUITAVAILABLE,CICLOADSHARE,SEIZURE,ANSWER,ASR,PEAKERL,AVERAGEPEAKERL,PEAKTIME,BIDS,LOSTBIDS,CONGESTTION,DURALSEIZE
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,BSNL L1 TAX HYD (ILD),International  ,6242-BSNL L1 TAX HYD(ILD),3_209_4,123,123,3.252%,1410,542,38.440%,14.876,0.121,20:00-21:00,1410,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Idea Chennai,National,20875-Idea Chennai,4_107_5,155,155,0.621%,2066,588,28.461%,3.387,0.022,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Idea Chennai,National,20875-Idea Chennai,4_107_5,155,155,0.025%,82,14,17.073%,0.613,0.004,20:00-21:00,82,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Idea Chennai,National,20875-Idea Chennai,4_107_5,155,155,0.645%,2148,602,28.026%,4.000,0.026,20:00-21:00,82,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Airtel Vizag NLD,National,20598-Airtel Vizag NLD,5_124_3,774,217,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Airtel Vizag NLD,National,20598-Airtel Vizag NLD,5_124_3,774,217,5.069%,14676,4278,29.150%,35.672,0.164,11:00-12:00,14676,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Airtel Vizag NLD,National,20598-Airtel Vizag NLD,5_124_3,774,217,5.069%,14676,4278,29.150%,35.672,0.164,11:00-12:00,14676,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Airtel Patna,National,20586-Airtel Patna,4_170_6,155,155,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Airtel Patna,National,20586-Airtel Patna,4_170_6,155,155,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Airtel Patna,National,20586-Airtel Patna,4_170_6,155,155,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Aircel Coimbatore,National,20481-Aircel Coimbatore,5_57_0,402,402,0.613%,4410,880,19.955%,10.189,0.025,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Aircel Coimbatore,National,20481-Aircel Coimbatore,5_57_0,402,402,0.631%,4542,1348,29.679%,66.487,0.165,20:00-21:00,5169,627,12.130%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Aircel Coimbatore,National,20481-Aircel Coimbatore,5_57_0,402,402,1.244%,8952,2228,24.888%,73.859,0.184,20:00-21:00,5169,627,12.130%,8
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Unitech Ranchi,National, 20031-Unitech Ranchi,4_189_7,62,62,13.737%,8949,2110,23.578%,35.569,0.574,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Unitech Ranchi,National, 20031-Unitech Ranchi,4_189_7,62,62,2.392%,1558,495,31.772%,7.216,0.116,19:00-20:00,1558,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Unitech Ranchi,National, 20031-Unitech Ranchi,4_189_7,62,62,16.129%,10507,2605,24.793%,40.195,0.648,21:00-22:00,1558,0,0.000%,18
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,TTSL Kolkata(NLDO-ILDO),International ,5622-TTSL Kolkata(NLDO-ILDO),5_137_7,465,465,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,TTSL Kolkata(NLDO-ILDO),International ,5622-TTSL Kolkata(NLDO-ILDO),5_137_7,465,465,23.011%,52861,20252,38.312%,178.239,0.383,20:00-21:00,52861,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,TTSL Kolkata(NLDO-ILDO),International ,5622-TTSL Kolkata(NLDO-ILDO),5_137_7,465,465,23.011%,52861,20252,38.312%,178.239,0.383,20:00-21:00,52861,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Airtel Hyderabad(ILD),International ,3279-Airtel Hyderabad(ILD),2_120_0,310,310,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Airtel Hyderabad(ILD),International ,3279-Airtel Hyderabad(ILD),2_120_0,310,310,32.903%,33307,17138,51.455%,306.566,0.989,20:00-21:00,47751,14444,30.249%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Airtel Hyderabad(ILD),International ,3279-Airtel Hyderabad(ILD),2_120_0,310,310,32.903%,33307,17138,51.455%,306.566,0.989,20:00-21:00,47751,14444,30.249%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Aircel Hyderabad(NLDO),National,871-Aircel Hyderabad(NLDO),3_188_7,868,868,1.728%,48889,7506,15.353%,167.336,0.193,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Aircel Hyderabad(NLDO),National,871-Aircel Hyderabad(NLDO),3_188_7,868,868,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Aircel Hyderabad(NLDO),National,871-Aircel Hyderabad(NLDO),3_188_7,868,868,1.728%,48889,7506,15.353%,167.336,0.193,20:00-21:00,0,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Idea Hyderabad,National,612-Idea Hyderabad,4_161_2,585,585,0.906%,12242,3609,29.480%,14.479,0.025,12:00-13:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Idea Hyderabad,National,612-Idea Hyderabad,4_161_2,585,585,0.461%,6226,1160,18.632%,19.931,0.034,12:00-13:00,6226,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Idea Hyderabad,National,612-Idea Hyderabad,4_161_2,585,585,1.368%,18468,4769,25.823%,34.411,0.059,12:00-13:00,6226,0,0.000%,1
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,TTSL Sambalpur,National,20136-TTSL Sambalpur,5_106_3,713,713,1.145%,6404,2715,42.395%,199.304,0.280,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,TTSL Sambalpur,National,20136-TTSL Sambalpur,5_106_3,713,713,4.745%,26529,8675,32.700%,73.450,0.103,20:00-21:00,26529,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,TTSL Sambalpur,National,20136-TTSL Sambalpur,5_106_3,713,713,5.891%,32933,11390,34.585%,272.754,0.383,20:00-21:00,26529,0,0.000%,14
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,TTSL Bhubaneshwar,National,20135-TTSL Bhubaneshwar,2_184_5,620,620,3.548%,14709,5858,39.826%,276.122,0.445,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,TTSL Bhubaneshwar,National,20135-TTSL Bhubaneshwar,2_184_5,620,620,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,TTSL Bhubaneshwar,National,20135-TTSL Bhubaneshwar,2_184_5,620,620,3.548%,14709,5858,39.826%,276.122,0.445,20:00-21:00,0,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,TTSL Hyd NLDO-ILDO,International,5617-TTSL Hyd NLDO-ILDO,4_164_4,1425,1425,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,TTSL Hyd NLDO-ILDO,International,5617-TTSL Hyd NLDO-ILDO,4_164_4,1425,1425,17.754%,80206,37111,46.270%,510.089,0.358,20:00-21:00,80206,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,TTSL Hyd NLDO-ILDO,International,5617-TTSL Hyd NLDO-ILDO,4_164_4,1425,1425,17.754%,80206,37111,46.270%,510.089,0.358,20:00-21:00,80206,0,0.000%,0
07/08/2015,IC,Chennai_SS,Kolkata_MSG9000,BSNL_Cellone_KOL(ILD),International,3635-BSNL_Cellone_KOL(ILD),5_11_6,123,123,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Kolkata_MSG9000,BSNL_Cellone_KOL(ILD),International,3635-BSNL_Cellone_KOL(ILD),5_11_6,123,123,21.951%,9071,4346,47.911%,75.934,0.617,21:00-22:00,9071,0,0.000%,0
07/08/2015,BW,Chennai_SS,Kolkata_MSG9000,BSNL_Cellone_KOL(ILD),International,3635-BSNL_Cellone_KOL(ILD),5_11_6,123,123,21.951%,9071,4346,47.911%,75.934,0.617,21:00-22:00,9071,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Aircel Coimbatore(ILD),International,3019-Aircel Coimbatore(ILD),5_57_0,402,402,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Aircel Coimbatore(ILD),International,3019-Aircel Coimbatore(ILD),5_57_0,402,402,18.408%,29258,14241,48.674%,242.827,0.604,20:00-21:00,29258,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Aircel Coimbatore(ILD),International,3019-Aircel Coimbatore(ILD),5_57_0,402,402,18.408%,29258,14241,48.674%,242.827,0.604,20:00-21:00,29258,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Aircel Coimbatore ILD,International,3011-Aircel Coimbatore ILD,5_58_4,557,557,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Aircel Coimbatore ILD,International,3011-Aircel Coimbatore ILD,5_58_4,557,557,19.031%,40962,19917,48.623%,336.727,0.605,20:00-21:00,40962,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Aircel Coimbatore ILD,International,3011-Aircel Coimbatore ILD,5_58_4,557,557,19.031%,40962,19917,48.623%,336.727,0.605,20:00-21:00,40962,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Airtel Hyderabad,National,260-Airtel Hyderabad,4_112_0,463,463,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Airtel Hyderabad,National,260-Airtel Hyderabad,4_112_0,463,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Airtel Hyderabad,National,260-Airtel Hyderabad,4_112_0,463,463,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Aircel Hyderabad,National,253-Aircel Hyderabad,4_162_0,153,153,0.387%,577,138,23.917%,0.914,0.006,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Aircel Hyderabad,National,253-Aircel Hyderabad,4_162_0,153,153,0.267%,398,38,9.548%,0.643,0.004,21:00-22:00,398,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Aircel Hyderabad,National,253-Aircel Hyderabad,4_162_0,153,153,0.654%,975,176,18.051%,1.340,0.009,21:00-22:00,398,0,0.000%,0
07/08/2015,IC,Chennai_SS,,7,International,7-Bsnl CellOne FE test,,0,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,,7,International,7-Bsnl CellOne FE test,,0,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Chennai_SS,,7,International,7-Bsnl CellOne FE test,,0,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Shyam Durgapur,National,20734-Shyam Durgapur,4_142_0,930,930,2.444%,27959,8076,28.885%,41.694,0.045,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Shyam Durgapur,National,20734-Shyam Durgapur,4_142_0,930,930,0.029%,329,20,6.079%,0.617,0.001,20:00-21:00,329,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Shyam Durgapur,National,20734-Shyam Durgapur,4_142_0,930,930,2.473%,28288,8096,28.620%,42.311,0.045,20:00-21:00,329,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Reliance Kolkata,National,20511-Reliance Kolkata,2_219_3,124,124,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Reliance Kolkata,National,20511-Reliance Kolkata,2_219_3,124,124,0.000%,318,106,33.333%,2.251,0.018,21:00-22:00,318,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Reliance Kolkata,National,20511-Reliance Kolkata,2_219_3,124,124,0.000%,318,106,33.333%,2.251,0.018,21:00-22:00,318,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Vodafone Hyderabad,National,20324-Vodafone Hyderabad,4_207_7,185,185,0.766%,3486,546,15.663%,4.075,0.022,11:00-12:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Vodafone Hyderabad,National,20324-Vodafone Hyderabad,4_207_7,185,185,1.937%,8813,1413,16.033%,8.467,0.046,11:00-12:00,8813,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Vodafone Hyderabad,National,20324-Vodafone Hyderabad,4_207_7,185,185,2.703%,12299,1959,15.928%,12.543,0.068,11:00-12:00,8813,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Vodafone Hyderabad(ILD),International ,5877-Vodafone Hyderabad(ILD),4_207_7,743,743,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Vodafone Hyderabad(ILD),International ,5877-Vodafone Hyderabad(ILD),4_207_7,743,743,19.515%,40745,23330,57.259%,385.273,0.519,21:00-22:00,40745,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Vodafone Hyderabad(ILD),International ,5877-Vodafone Hyderabad(ILD),4_207_7,743,743,19.515%,40745,23330,57.259%,385.273,0.519,21:00-22:00,40745,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Aircel Kolkata (NLDO),National,706-Aircel Kolkata (NLDO),3_188_7,989,988,1.619%,55709,8489,15.238%,196.587,0.199,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Aircel Kolkata (NLDO),National,706-Aircel Kolkata (NLDO),3_188_7,989,988,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Aircel Kolkata (NLDO),National,706-Aircel Kolkata (NLDO),3_188_7,989,988,1.619%,55709,8489,15.238%,196.587,0.199,20:00-21:00,0,0,0.000%,0
07/08/2015,IC,Chennai_SS,Kolkata_MSG9000,BSNL_Cellone_KOL(NLD),National,20824-BSNL_Cellone_KOL(NLD),5_11_6,247,247,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Kolkata_MSG9000,BSNL_Cellone_KOL(NLD),National,20824-BSNL_Cellone_KOL(NLD),5_11_6,247,247,0.810%,8782,685,7.800%,5.598,0.023,21:00-22:00,8782,0,0.000%,0
07/08/2015,BW,Chennai_SS,Kolkata_MSG9000,BSNL_Cellone_KOL(NLD),National,20824-BSNL_Cellone_KOL(NLD),5_11_6,247,247,0.810%,8782,685,7.800%,5.598,0.023,21:00-22:00,8782,0,0.000%,0
07/08/2015,IC,Chennai_SS,,6,National,6-Bsnl CellOne FA Test,,0,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,,6,National,6-Bsnl CellOne FA Test,,0,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Chennai_SS,,6,National,6-Bsnl CellOne FA Test,,0,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Chennai_SS,Chennai_MSG9000,Videocon Chennai(ILdo-Nldo Onnet),International,6020-Videocon Chennai(ILdo-Nldo Onnet),3_221_1,61,61,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Chennai_MSG9000,Videocon Chennai(ILdo-Nldo Onnet),International,6020-Videocon Chennai(ILdo-Nldo Onnet),3_221_1,61,61,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Chennai_SS,Chennai_MSG9000,Videocon Chennai(ILdo-Nldo Onnet),International,6020-Videocon Chennai(ILdo-Nldo Onnet),3_221_1,61,61,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Airtel Shillong,National,20558-Airtel Shillong,4_178_4,155,155,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Airtel Shillong,National,20558-Airtel Shillong,4_178_4,155,155,1.290%,2818,438,15.543%,13.957,0.090,21:00-22:00,2826,8,0.283%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Airtel Shillong,National,20558-Airtel Shillong,4_178_4,155,155,1.290%,2818,438,15.543%,13.957,0.090,21:00-22:00,2826,8,0.283%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Vodafone Patna,National,20359-Vodafone Patna,5_94_3,802,802,1.768%,26170,7394,28.254%,44.294,0.055,15:00-16:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Vodafone Patna,National,20359-Vodafone Patna,5_94_3,802,802,0.102%,1516,476,31.398%,12.107,0.015,20:00-21:00,1516,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Vodafone Patna,National,20359-Vodafone Patna,5_94_3,802,802,1.870%,27686,7870,28.426%,44.447,0.055,15:00-16:00,1516,0,0.000%,0
07/08/2015,IC,Chennai_SS,Kolkata_MSG9000,TTSL Kolkata(NLDo-ILDo),International,6333-TTSL Kolkata(NLDO-ILDO),5_137_7,620,617,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Kolkata_MSG9000,TTSL Kolkata(NLDo-ILDo),International,6333-TTSL Kolkata(NLDO-ILDO),5_137_7,620,617,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Chennai_SS,Kolkata_MSG9000,TTSL Kolkata(NLDo-ILDo),International,6333-TTSL Kolkata(NLDO-ILDO),5_137_7,620,617,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,NLD Mumbai [ILD],International ,1023-NLD Mumbai [ILD],3_141_3,62,62,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,NLD Mumbai [ILD],International ,1023-NLD Mumbai [ILD],3_141_3,62,62,9.677%,1735,804,46.340%,24.726,0.399,21:00-22:00,1735,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,NLD Mumbai [ILD],International ,1023-NLD Mumbai [ILD],3_141_3,62,62,9.677%,1735,804,46.340%,24.726,0.399,21:00-22:00,1735,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,NLD Chennai,National,752-NLD Chennai,3_156_1,769,762,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,NLD Chennai,National,752-NLD Chennai,3_156_1,769,762,6.562%,121703,22496,18.484%,197.027,0.259,11:00-12:00,121703,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,NLD Chennai,National,752-NLD Chennai,3_156_1,769,762,6.562%,121703,22496,18.484%,197.027,0.259,11:00-12:00,121703,0,0.000%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,NLD Hyderabad,National,749-NLD Hyderabad,3_127_2,115,115,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,NLD Hyderabad,National,749-NLD Hyderabad,3_127_2,115,115,7.826%,14571,5214,35.783%,22.551,0.196,11:00-12:00,14882,311,2.090%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,NLD Hyderabad,National,749-NLD Hyderabad,3_127_2,115,115,7.826%,14571,5214,35.783%,22.551,0.196,11:00-12:00,14882,311,2.090%,0
07/08/2015,IC,Chennai_SS,Kolkata_MSG9000,Vodafone Delhi (ILDo - ILDo),International,6037-Vodafone Delhi (ILDo - ILDo),3_166_7,403,359,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Kolkata_MSG9000,Vodafone Delhi (ILDo - ILDo),International,6037-Vodafone Delhi (ILDo - ILDo),3_166_7,403,359,38.162%,96471,36394,37.725%,309.883,0.863,16:00-17:00,96937,466,0.481%,0
07/08/2015,BW,Chennai_SS,Kolkata_MSG9000,Vodafone Delhi (ILDo - ILDo),International,6037-Vodafone Delhi (ILDo - ILDo),3_166_7,403,359,38.162%,96471,36394,37.725%,309.883,0.863,16:00-17:00,96937,466,0.481%,0
07/08/2015,IC,Chennai_SS,Hyderabad_MSG9000,Test,National,91-Test,3_127_2,31,31,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Hyderabad_MSG9000,Test,National,91-Test,3_127_2,31,31,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Chennai_SS,Hyderabad_MSG9000,Test,National,91-Test,3_127_2,31,31,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Chennai_SS,Chennai_MSG9000,Airtel Coimbatore(ILD),International  ,3202-Airtel Coimbatore(ILD),4_105_5,960,960,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Chennai_MSG9000,Airtel Coimbatore(ILD),International  ,3202-Airtel Coimbatore(ILD),4_105_5,960,960,23.646%,75051,39470,52.591%,658.464,0.686,21:00-22:00,75051,0,0.000%,0
07/08/2015,BW,Chennai_SS,Chennai_MSG9000,Airtel Coimbatore(ILD),International  ,3202-Airtel Coimbatore(ILD),4_105_5,960,960,23.646%,75051,39470,52.591%,658.464,0.686,21:00-22:00,75051,0,0.000%,0
07/08/2015,IC,Chennai_SS,Chennai_MSG9000,Idea Chennai,National ,939-Idea Chennai,4_107_5,310,310,0.620%,4236,1110,26.204%,5.252,0.017,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Chennai_MSG9000,Idea Chennai,National ,939-Idea Chennai,4_107_5,310,310,0.025%,171,42,24.561%,0.484,0.002,20:00-21:00,171,0,0.000%,0
07/08/2015,BW,Chennai_SS,Chennai_MSG9000,Idea Chennai,National ,939-Idea Chennai,4_107_5,310,310,0.645%,4407,1152,26.140%,5.736,0.019,20:00-21:00,171,0,0.000%,0
07/08/2015,IC,Chennai_SS,Chennai_MSG9000,TTSL Chennai,National ,531-TTSL Chennai,4_203_6,1393,1393,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Chennai_MSG9000,TTSL Chennai,National ,531-TTSL Chennai,4_203_6,1393,1393,0.287%,5159,994,19.267%,32.083,0.023,20:00-21:00,5159,0,0.000%,0
07/08/2015,BW,Chennai_SS,Chennai_MSG9000,TTSL Chennai,National ,531-TTSL Chennai,4_203_6,1393,1393,0.287%,5159,994,19.267%,32.083,0.023,20:00-21:00,5159,0,0.000%,0
07/08/2015,IC,Chennai_SS,Chennai_MSG9000,Reliance Coimbatore,National ,455-Reliance Coimbatore,2_205_4,185,185,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Chennai_MSG9000,Reliance Coimbatore,National ,455-Reliance Coimbatore,2_205_4,185,185,2.703%,6388,2071,32.420%,12.833,0.069,21:00-22:00,6388,0,0.000%,0
07/08/2015,BW,Chennai_SS,Chennai_MSG9000,Reliance Coimbatore,National ,455-Reliance Coimbatore,2_205_4,185,185,2.703%,6388,2071,32.420%,12.833,0.069,21:00-22:00,6388,0,0.000%,0
07/08/2015,IC,Chennai_SS,Chennai_MSG9000,Reliance Chennai,National ,452-Reliance Chennai,2_200_4,124,124,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Chennai_MSG9000,Reliance Chennai,National ,452-Reliance Chennai,2_200_4,124,124,2.419%,7669,1223,15.947%,9.941,0.080,16:00-17:00,7669,0,0.000%,0
07/08/2015,BW,Chennai_SS,Chennai_MSG9000,Reliance Chennai,National ,452-Reliance Chennai,2_200_4,124,124,2.419%,7669,1223,15.947%,9.941,0.080,16:00-17:00,7669,0,0.000%,0
07/08/2015,IC,Chennai_SS,Chennai_MSG9000,TTSL Coimbatore,National ,298-TTSL Coimbatore,2_200_2,215,211,0.000%,30,0,0.000%,0.006,0.000,11:00-12:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Chennai_MSG9000,TTSL Coimbatore,National ,298-TTSL Coimbatore,2_200_2,215,211,0.000%,72,11,15.278%,0.122,0.001,14:00-15:00,72,0,0.000%,0
07/08/2015,BW,Chennai_SS,Chennai_MSG9000,TTSL Coimbatore,National ,298-TTSL Coimbatore,2_200_2,215,211,0.000%,102,11,10.784%,0.124,0.001,14:00-15:00,72,0,0.000%,0
07/08/2015,IC,Chennai_SS,Chennai_MSG9000,Touchtel Chennai(NLD),National  ,20656-Touchtel Chennai(NLD),2_197_0,248,248,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Chennai_SS,Chennai_MSG9000,Touchtel Chennai(NLD),National  ,20656-Touchtel Chennai(NLD),2_197_0,248,248,6.855%,32448,10038,30.936%,38.787,0.156,12:00-13:00,32448,0,0.000%,0
