DATE,TYPE,SOFTSWITCHNAME,GW,ROUTENAME,ROUTETYPE,DESC,DPC,CIRCUITINSTALLED,CIRCUITAVAILABLE,CICLOADSHARE,SEIZURE,ANSWER,ASR,PEAKERL,AVERAGEPEAKERL,PEAKTIME,BIDS,LOSTBIDS,CONGESTTION,DURALSEIZE
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,TTSL Agra,National,20159-TTSL Agra,5_85_5,463,449,1.559%,10177,2227,21.883%,60.754,0.135,20:00-21:00,1309,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,TTSL Mohali(NLD),National,105-TTSL Mohali(NLD),5_102_4,31,31,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,TTSL Mohali(NLD),National,105-TTSL Mohali(NLD),5_102_4,31,31,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,TTSL Mohali(NLD),National,105-TTSL Mohali(NLD),5_102_4,31,31,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Airtel Jallandar(ILD) ,International,3218-Airtel Jallandar(ILD),4_119_7,1364,1362,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Airtel Jallandar(ILD) ,International,3218-Airtel Jallandar(ILD),4_119_7,1364,1362,42.952%,145692,75340,51.712%,1340.248,0.984,20:00-21:00,161767,16075,9.937%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Airtel Jallandar(ILD) ,International,3218-Airtel Jallandar(ILD),4_119_7,1364,1362,42.952%,145692,75340,51.712%,1340.248,0.984,20:00-21:00,161767,16075,9.937%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,AIRTEL HP,International,3217-Airtel Shimla(ILD),4_121_0,216,216,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,AIRTEL HP,International,3217-Airtel Shimla(ILD),4_121_0,216,216,46.296%,71664,22924,31.988%,212.157,0.982,19:00-20:00,77922,6258,8.031%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,AIRTEL HP,International,3217-Airtel Shimla(ILD),4_121_0,216,216,46.296%,71664,22924,31.988%,212.157,0.982,19:00-20:00,77922,6258,8.031%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,Ncell Nepal,International,2011-Ncell Nepal,4_58_3,186,164,75.000%,151783,43811,28.864%,160.099,0.976,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,Ncell Nepal,International,2011-Ncell Nepal,4_58_3,186,164,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,Ncell Nepal,International,2011-Ncell Nepal,4_58_3,186,164,75.000%,151783,43811,28.864%,160.099,0.976,20:00-21:00,0,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Reliance Shimla (ILD),International,4424-Reliance Shimla(ILD)	,2_143_1,62,62,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Reliance Shimla (ILD),International,4424-Reliance Shimla(ILD)	,2_143_1,62,62,1.613%,730,163,22.329%,2.870,0.046,19:00-20:00,730,0,0.000%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Reliance Shimla (ILD),International,4424-Reliance Shimla(ILD)	,2_143_1,62,62,1.613%,730,163,22.329%,2.870,0.046,19:00-20:00,730,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Spice Jalandhar(ILD),International,5000-Spice Jalandhar(ILD),4_119_0,1363,1351,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Spice Jalandhar(ILD),International,5000-Spice Jalandhar(ILD),4_119_0,1363,1351,36.269%,114611,59347,51.781%,1142.802,0.846,20:00-21:00,114611,0,0.000%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Spice Jalandhar(ILD),International,5000-Spice Jalandhar(ILD),4_119_0,1363,1351,36.269%,114611,59347,51.781%,1142.802,0.846,20:00-21:00,114611,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Reliance Jdar(ILD),International,4417-Reliance Jalandhar(ILD),3_112_1,152,152,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Reliance Jdar(ILD),International,4417-Reliance Jalandhar(ILD),3_112_1,152,152,25.658%,13463,5663,42.063%,78.167,0.514,20:00-21:00,13463,0,0.000%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Reliance Jdar(ILD),International,4417-Reliance Jalandhar(ILD),3_112_1,152,152,25.658%,13463,5663,42.063%,78.167,0.514,20:00-21:00,13463,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Touchtel Ambala(ILD),International,5233-Touchtel Ambala(ILD),4_185_1,30,17,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Touchtel Ambala(ILD),International,5233-Touchtel Ambala(ILD),4_185_1,30,17,5.882%,1109,103,9.288%,2.026,0.119,18:00-19:00,1109,0,0.000%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Touchtel Ambala(ILD),International,5233-Touchtel Ambala(ILD),4_185_1,30,17,5.882%,1109,103,9.288%,2.026,0.119,18:00-19:00,1109,0,0.000%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,Idea Patna(NLD_1),National,20937-idea Patna(NLD),5_132_1,806,761,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,Idea Patna(NLD_1),National,20937-idea Patna(NLD),5_132_1,806,761,11.695%,53455,21281,39.811%,798.291,1.049,20:00-21:00,94031,40576,43.152%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,Idea Patna(NLD_1),National,20937-idea Patna(NLD),5_132_1,806,761,11.695%,53455,21281,39.811%,798.291,1.049,20:00-21:00,94031,40576,43.152%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,Reliance Lucknow (ILD),International,4418-Reliance Lucknow(ILD)	,2_212_3,93,92,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,Reliance Lucknow (ILD),International,4418-Reliance Lucknow(ILD)	,2_212_3,93,92,6.522%,3121,1045,33.483%,15.419,0.168,16:00-17:00,3121,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,Reliance Lucknow (ILD),International,4418-Reliance Lucknow(ILD)	,2_212_3,93,92,6.522%,3121,1045,33.483%,15.419,0.168,16:00-17:00,3121,0,0.000%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,Relience Lucknow1(ILD),International,4419-Reliance Lucknow (ILD),2_215_6,246,245,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,Relience Lucknow1(ILD),International,4419-Reliance Lucknow (ILD),2_215_6,246,245,6.531%,8096,2751,33.980%,34.728,0.142,17:00-18:00,8096,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,Relience Lucknow1(ILD),International,4419-Reliance Lucknow (ILD),2_215_6,246,245,6.531%,8096,2751,33.980%,34.728,0.142,17:00-18:00,8096,0,0.000%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,Reliance GMSC Meerut(ILD),International,4421-Reliance GMSC Meerut,2_207_1,123,123,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,Reliance GMSC Meerut(ILD),International,4421-Reliance GMSC Meerut,2_207_1,123,123,14.634%,4737,1836,38.759%,42.031,0.342,19:00-20:00,4737,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,Reliance GMSC Meerut(ILD),International,4421-Reliance GMSC Meerut,2_207_1,123,123,14.634%,4737,1836,38.759%,42.031,0.342,19:00-20:00,4737,0,0.000%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,Reliance Delhi (ILD),International,4422-Reliance Delhi (ILD),2_132_2,31,30,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,Reliance Delhi (ILD),International,4422-Reliance Delhi (ILD),2_132_2,31,30,16.667%,3155,1083,34.326%,9.901,0.330,20:00-21:00,3156,1,0.032%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,Reliance Delhi (ILD),International,4422-Reliance Delhi (ILD),2_132_2,31,30,16.667%,3155,1083,34.326%,9.901,0.330,20:00-21:00,3156,1,0.032%,0
07/08/2015,IC,Delhi_SS,[Delhi_MSG_NEW_90],Idea Patna(NLD),National,20936-Idea Patna(NLD),5_132_1,122,122,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,[Delhi_MSG_NEW_90],Idea Patna(NLD),National,20936-Idea Patna(NLD),5_132_1,122,122,9.836%,13633,5669,41.583%,118.025,0.967,20:00-21:00,49556,35923,72.490%,0
07/08/2015,BW,Delhi_SS,[Delhi_MSG_NEW_90],Idea Patna(NLD),National,20936-Idea Patna(NLD),5_132_1,122,122,9.836%,13633,5669,41.583%,118.025,0.967,20:00-21:00,49556,35923,72.490%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,Reliance Delhi (ILD),International,4423-Reliance Delhi(ILD),4_103_2,61,59,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,Reliance Delhi (ILD),International,4423-Reliance Delhi(ILD),4_103_2,61,59,16.949%,6492,2274,35.028%,21.688,0.368,19:00-20:00,6492,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,Reliance Delhi (ILD),International,4423-Reliance Delhi(ILD),4_103_2,61,59,16.949%,6492,2274,35.028%,21.688,0.368,19:00-20:00,6492,0,0.000%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,Vodafone Varanasi,National,20326-Vodafone Varanasi,2_218_0,1145,1145,0.238%,4471,479,10.713%,2.633,0.002,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,Vodafone Varanasi,National,20326-Vodafone Varanasi,2_218_0,1145,1145,0.111%,2080,721,34.663%,16.192,0.014,20:00-21:00,2080,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,Vodafone Varanasi,National,20326-Vodafone Varanasi,2_218_0,1145,1145,0.349%,6551,1200,18.318%,18.574,0.016,20:00-21:00,2080,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Idea Jallandar(ILD),International,4020-Idea Jalandhar(ILD),4_119_0,434,420,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Idea Jallandar(ILD),International,4020-Idea Jalandhar(ILD),4_119_0,434,420,36.667%,36082,18680,51.771%,352.221,0.839,20:00-21:00,36082,0,0.000%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Idea Jallandar(ILD),International,4020-Idea Jalandhar(ILD),4_119_0,434,420,36.667%,36082,18680,51.771%,352.221,0.839,20:00-21:00,36082,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Jal MGW_LI Test_1,National,15-LI Test(Jal MGW),3_135_2,31,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Jal MGW_LI Test_1,National,15-LI Test(Jal MGW),3_135_2,31,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Jal MGW_LI Test_1,National,15-LI Test(Jal MGW),3_135_2,31,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,Delhi MGW_LI Test_1,National,14-LI Test (Delhi MGW),3_166_4,31,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,Delhi MGW_LI Test_1,National,14-LI Test (Delhi MGW),3_166_4,31,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,Delhi MGW_LI Test_1,National,14-LI Test (Delhi MGW),3_166_4,31,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,NCELL NEPAL,International,2000-NCELL NEPAL,4_59_3,217,186,74.731%,168844,49580,29.364%,181.721,0.977,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,NCELL NEPAL,International,2000-NCELL NEPAL,4_59_3,217,186,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,NCELL NEPAL,International,2000-NCELL NEPAL,4_59_3,217,186,74.731%,168844,49580,29.364%,181.721,0.977,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Jalandhar MGW,International,1051-NLD Ambala(ILD)Jalandhar MGW,3_135_2,155,155,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Jalandhar MGW,International,1051-NLD Ambala(ILD)Jalandhar MGW,3_135_2,155,155,14.194%,9507,2835,29.820%,50.313,0.325,20:00-21:00,9507,0,0.000%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Jalandhar MGW,International,1051-NLD Ambala(ILD)Jalandhar MGW,3_135_2,155,155,14.194%,9507,2835,29.820%,50.313,0.325,20:00-21:00,9507,0,0.000%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,Unitech Meerut,National,899-Unitech Meerut,4_176_7,774,772,4.008%,189552,9699,5.117%,169.199,0.219,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,Unitech Meerut,National,899-Unitech Meerut,4_176_7,774,772,0.008%,374,30,8.021%,1.580,0.002,19:00-20:00,374,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,Unitech Meerut,National,899-Unitech Meerut,4_176_7,774,772,4.016%,189926,9729,5.123%,169.430,0.219,20:00-21:00,374,0,0.000%,1
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Idea_Mohali(ILD),international, 4030-Idea Mohali(ILD),4_118_5,401,401,0.038%,35,7,20.000%,0.047,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Idea_Mohali(ILD),international, 4030-Idea Mohali(ILD),4_118_5,401,401,9.189%,8491,4356,51.301%,87.179,0.217,20:00-21:00,8491,0,0.000%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Idea_Mohali(ILD),international, 4030-Idea Mohali(ILD),4_118_5,401,401,9.227%,8526,4363,51.173%,87.217,0.217,20:00-21:00,8491,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Idea Shimala,National,619-Idea Shimla,4_203_4,682,670,0.498%,6276,2314,36.871%,10.382,0.015,12:00-13:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Idea Shimala,National,619-Idea Shimla,4_203_4,682,670,0.099%,1253,128,10.215%,4.304,0.006,21:00-22:00,1253,0,0.000%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Idea Shimala,National,619-Idea Shimla,4_203_4,682,670,0.597%,7529,2442,32.435%,10.402,0.016,12:00-13:00,1253,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Touchtel Ambala(NLD),National,20661-Touchtel Ambala,4_185_1,61,33,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Touchtel Ambala(NLD),National,20661-Touchtel Ambala,4_185_1,61,33,6.061%,2361,856,36.256%,4.147,0.126,12:00-13:00,2361,0,0.000%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Touchtel Ambala(NLD),National,20661-Touchtel Ambala,4_185_1,61,33,6.061%,2361,856,36.256%,4.147,0.126,12:00-13:00,2361,0,0.000%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,TTSL Lucknow,National,499-TTSL Lucknow,4_149_1,308,307,0.502%,1609,541,33.623%,3.537,0.012,15:00-16:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,TTSL Lucknow,National,499-TTSL Lucknow,4_149_1,308,307,19.694%,63153,19616,31.061%,225.846,0.736,20:00-21:00,63153,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,TTSL Lucknow,National,499-TTSL Lucknow,4_149_1,308,307,20.195%,64762,20157,31.125%,226.307,0.737,20:00-21:00,63153,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,BSNL Cellone Jammu,National,835-BSNL Cellone Jammu,4_250_3,62,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,BSNL Cellone Jammu,National,835-BSNL Cellone Jammu,4_250_3,62,0,0.000%,2,0,0.000%,0.000,0.000,21:00-22:00,22970,22968,99.991%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,BSNL Cellone Jammu,National,835-BSNL Cellone Jammu,4_250_3,62,0,0.000%,2,0,0.000%,0.000,0.000,21:00-22:00,22970,22968,99.991%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,RELIANCE DELHI(NLDo-NLDo),National,30203-RELIANCE DELHI(NLDo-NLDo),2_228_2,310,310,2.258%,6907,2760,39.959%,13.389,0.043,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,RELIANCE DELHI(NLDo-NLDo),National,30203-RELIANCE DELHI(NLDo-NLDo),2_228_2,310,310,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,RELIANCE DELHI(NLDo-NLDo),National,30203-RELIANCE DELHI(NLDo-NLDo),2_228_2,310,310,2.258%,6907,2760,39.959%,13.389,0.043,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Delhi_SS,[Delhi_MSG_NEW_90],Touchtel Delhi(ILD),International,5228-Touchtel Delhi(ILD),0_137_4,124,122,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,[Delhi_MSG_NEW_90],Touchtel Delhi(ILD),International,5228-Touchtel Delhi(ILD),0_137_4,124,122,11.475%,5773,2965,51.360%,29.546,0.242,15:00-16:00,5773,0,0.000%,0
07/08/2015,BW,Delhi_SS,[Delhi_MSG_NEW_90],Touchtel Delhi(ILD),International,5228-Touchtel Delhi(ILD),0_137_4,124,122,11.475%,5773,2965,51.360%,29.546,0.242,15:00-16:00,5773,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Airtel Jalandhar(ILD),International,3204-Airtel Jallandhar(ILD),4_119_7,1146,1144,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Airtel Jalandhar(ILD),International,3204-Airtel Jallandhar(ILD),4_119_7,1146,1144,41.696%,119196,61557,51.644%,1114.419,0.974,20:00-21:00,132624,13428,10.125%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Airtel Jalandhar(ILD),International,3204-Airtel Jallandhar(ILD),4_119_7,1146,1144,41.696%,119196,61557,51.644%,1114.419,0.974,20:00-21:00,132624,13428,10.125%,0
07/08/2015,IC,Delhi_SS,[Delhi_MSG_NEW_90],VODAFONE NEW DELHI(ILDo-ILDo),International,6032-VODAFONE NEW DELHI(ILDo-ILDo),3_166_7,248,237,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,[Delhi_MSG_NEW_90],VODAFONE NEW DELHI(ILDo-ILDo),International,6032-VODAFONE NEW DELHI(ILDo-ILDo),3_166_7,248,237,27.004%,22321,10641,47.673%,238.698,1.007,09:00-10:00,35115,12794,36.435%,0
07/08/2015,BW,Delhi_SS,[Delhi_MSG_NEW_90],VODAFONE NEW DELHI(ILDo-ILDo),International,6032-VODAFONE NEW DELHI(ILDo-ILDo),3_166_7,248,237,27.004%,22321,10641,47.673%,238.698,1.007,09:00-10:00,35115,12794,36.435%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,Airtel Lucknow(ILD),International,3200-Airtel Lucknow(ILD),4_171_6,1301,1298,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,Airtel Lucknow(ILD),International,3200-Airtel Lucknow(ILD),4_171_6,1301,832,49.279%,181154,77798,42.946%,828.326,0.996,20:00-21:00,236622,55468,23.442%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,Airtel Lucknow(ILD),International,3200-Airtel Lucknow(ILD),4_171_6,1301,1298,31.587%,181154,77798,42.946%,828.326,0.638,20:00-21:00,236622,55468,23.442%,0
07/08/2015,IC,Delhi_SS,[Delhi_MSG_NEW_90],Videocon Pune(ILDo-NLDo),International,6008-Videocon Pune(ILDO-NLDO),3_200_3,557,557,0.000%,2563,7,0.273%,0.641,0.001,22:00-23:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,[Delhi_MSG_NEW_90],Videocon Pune(ILDo-NLDo),International,6008-Videocon Pune(ILDO-NLDO),3_200_3,557,557,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Delhi_SS,[Delhi_MSG_NEW_90],Videocon Pune(ILDo-NLDo),International,6008-Videocon Pune(ILDO-NLDO),3_200_3,557,557,0.000%,2563,7,0.273%,0.641,0.001,22:00-23:00,0,0,0.000%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,NLD DELHI(ILD),International,1108-NLD Delhi (ILD),3_129_6,957,957,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,NLD DELHI(ILD),International,1108-NLD Delhi (ILD),3_129_6,957,957,9.613%,55638,14011,25.182%,369.521,0.386,20:00-21:00,55638,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,NLD DELHI(ILD),International,1108-NLD Delhi (ILD),3_129_6,957,957,9.613%,55638,14011,25.182%,369.521,0.386,20:00-21:00,55638,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Touchtel Jalandhar,National,662-Touchtel Jalandhar,4_64_5,30,30,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Touchtel Jalandhar,National,662-Touchtel Jalandhar,4_64_5,30,30,10.000%,3701,1512,40.854%,7.826,0.261,11:00-12:00,3701,0,0.000%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Touchtel Jalandhar,National,662-Touchtel Jalandhar,4_64_5,30,30,10.000%,3701,1512,40.854%,7.826,0.261,11:00-12:00,3701,0,0.000%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,NLD DELHI,International,1103-NLD Delhi (ILD),3_129_6,619,619,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,NLD DELHI,International,1103-NLD Delhi (ILD),3_129_6,619,619,10.016%,37195,9349,25.135%,271.377,0.438,20:00-21:00,37195,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,NLD DELHI,International,1103-NLD Delhi (ILD),3_129_6,619,619,10.016%,37195,9349,25.135%,271.377,0.438,20:00-21:00,37195,0,0.000%,0
07/08/2015,IC,Delhi_SS,Delhi_MSG9000_40,NLD DELHI(ILD INTERGDS),International,1109-NLD Delhi (ILD INTERGDS),3_166_4,465,465,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Delhi_MSG9000_40,NLD DELHI(ILD INTERGDS),International,1109-NLD Delhi (ILD INTERGDS),3_166_4,465,465,9.677%,25961,6453,24.857%,155.144,0.334,21:00-22:00,25961,0,0.000%,0
07/08/2015,BW,Delhi_SS,Delhi_MSG9000_40,NLD DELHI(ILD INTERGDS),International,1109-NLD Delhi (ILD INTERGDS),3_166_4,465,465,9.677%,25961,6453,24.857%,155.144,0.334,21:00-22:00,25961,0,0.000%,0
07/08/2015,IC,Delhi_SS,Jalandhar_MSG9000_60,Idea Ambala,National,818-Idea Ambala,4_116_3,589,589,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,Jalandhar_MSG9000_60,Idea Ambala,National,818-Idea Ambala,4_116_3,589,589,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Delhi_SS,Jalandhar_MSG9000_60,Idea Ambala,National,818-Idea Ambala,4_116_3,589,589,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Delhi_SS,[Delhi_MSG_NEW_90],TTSL Lucknow(NLDo-NLDo),National,30101-TTSL Lucknow (NLDO-NLDO),3_178_6,310,310,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Delhi_SS,[Delhi_MSG_NEW_90],TTSL Lucknow(NLDo-NLDo),National,30101-TTSL Lucknow (NLDO-NLDO),3_178_6,310,310,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Delhi_SS,[Delhi_MSG_NEW_90],TTSL Lucknow(NLDo-NLDo),National,30101-TTSL Lucknow (NLDO-NLDO),3_178_6,310,310,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
